county_fips_code,county_name,state,state_fips_code,date,confirmed_cases,deaths
00000,Statewide Unallocated,TX,48,2020-03-24,0,1
00000,Statewide Unallocated,TX,48,2020-03-25,0,0
00000,Statewide Unallocated,TX,48,2020-03-26,0,0
00000,Statewide Unallocated,TX,48,2020-03-27,0,0
00000,Statewide Unallocated,TX,48,2020-03-28,0,0
00000,Statewide Unallocated,TX,48,2020-03-29,0,0
00000,Statewide Unallocated,TX,48,2020-03-30,0,0
00000,Statewide Unallocated,TX,48,2020-03-31,0,0
00000,Statewide Unallocated,TX,48,2020-04-01,0,0
00000,Statewide Unallocated,TX,48,2020-04-02,0,0
00000,Statewide Unallocated,TX,48,2020-04-03,0,0
00000,Statewide Unallocated,TX,48,2020-04-04,0,0
00000,Statewide Unallocated,TX,48,2020-04-05,0,0
00000,Statewide Unallocated,TX,48,2020-04-06,0,0
00000,Statewide Unallocated,TX,48,2020-04-07,0,0
00000,Statewide Unallocated,TX,48,2020-04-08,0,0
00000,Statewide Unallocated,TX,48,2020-04-09,0,0
00000,Statewide Unallocated,TX,48,2020-04-10,0,0
00000,Statewide Unallocated,TX,48,2020-04-11,0,0
00000,Statewide Unallocated,TX,48,2020-04-12,0,0
00000,Statewide Unallocated,TX,48,2020-04-13,0,0
00000,Statewide Unallocated,TX,48,2020-04-14,0,0
00000,Statewide Unallocated,TX,48,2020-04-15,0,0
00000,Statewide Unallocated,TX,48,2020-04-16,0,0
00000,Statewide Unallocated,TX,48,2020-04-17,0,0
00000,Statewide Unallocated,TX,48,2020-04-18,0,0
00000,Statewide Unallocated,TX,48,2020-04-19,0,0
00000,Statewide Unallocated,TX,48,2020-04-20,0,0
00000,Statewide Unallocated,TX,48,2020-04-21,0,0
00000,Statewide Unallocated,TX,48,2020-04-22,0,0
00000,Statewide Unallocated,TX,48,2020-04-23,0,0
00000,Statewide Unallocated,TX,48,2020-04-24,0,0
00000,Statewide Unallocated,TX,48,2020-04-25,0,0
00000,Statewide Unallocated,TX,48,2020-04-26,0,0
00000,Statewide Unallocated,TX,48,2020-04-27,0,0
00000,Statewide Unallocated,TX,48,2020-04-28,0,0
00000,Statewide Unallocated,TX,48,2020-04-29,0,0
00000,Statewide Unallocated,TX,48,2020-04-30,0,0
00000,Statewide Unallocated,TX,48,2020-05-01,0,0
00000,Statewide Unallocated,TX,48,2020-05-02,0,0
00000,Statewide Unallocated,TX,48,2020-05-03,0,0
00000,Statewide Unallocated,TX,48,2020-05-04,0,0
00000,Statewide Unallocated,TX,48,2020-05-05,0,0
00000,Statewide Unallocated,TX,48,2020-05-06,0,0
00000,Statewide Unallocated,TX,48,2020-05-07,0,0
00000,Statewide Unallocated,TX,48,2020-05-08,0,0
00000,Statewide Unallocated,TX,48,2020-05-09,0,0
00000,Statewide Unallocated,TX,48,2020-05-10,0,0
00000,Statewide Unallocated,TX,48,2020-05-11,0,0
00000,Statewide Unallocated,TX,48,2020-05-12,0,0
00000,Statewide Unallocated,TX,48,2020-05-13,0,0
00000,Statewide Unallocated,TX,48,2020-05-14,0,0
00000,Statewide Unallocated,TX,48,2020-05-15,0,0
00000,Statewide Unallocated,TX,48,2020-05-16,0,0
00000,Statewide Unallocated,TX,48,2020-05-17,0,0
00000,Statewide Unallocated,TX,48,2020-05-18,0,0
00000,Statewide Unallocated,TX,48,2020-05-19,0,0
00000,Statewide Unallocated,TX,48,2020-05-20,0,0
00000,Statewide Unallocated,TX,48,2020-05-21,0,0
00000,Statewide Unallocated,TX,48,2020-05-22,0,0
00000,Statewide Unallocated,TX,48,2020-05-23,0,0
00000,Statewide Unallocated,TX,48,2020-05-24,0,0
00000,Statewide Unallocated,TX,48,2020-05-25,0,0
00000,Statewide Unallocated,TX,48,2020-05-26,0,0
00000,Statewide Unallocated,TX,48,2020-05-27,0,0
00000,Statewide Unallocated,TX,48,2020-05-28,0,0
00000,Statewide Unallocated,TX,48,2020-05-29,0,0
00000,Statewide Unallocated,TX,48,2020-05-30,0,0
00000,Statewide Unallocated,TX,48,2020-05-31,0,0
00000,Statewide Unallocated,TX,48,2020-06-01,0,0
00000,Statewide Unallocated,TX,48,2020-06-02,0,0
00000,Statewide Unallocated,TX,48,2020-06-03,0,0
00000,Statewide Unallocated,TX,48,2020-06-04,0,0
48001,Anderson County,TX,48,2020-01-22,0,0
48001,Anderson County,TX,48,2020-01-23,0,0
48001,Anderson County,TX,48,2020-01-24,0,0
48001,Anderson County,TX,48,2020-01-25,0,0
48001,Anderson County,TX,48,2020-01-26,0,0
48001,Anderson County,TX,48,2020-01-27,0,0
48001,Anderson County,TX,48,2020-01-28,0,0
48001,Anderson County,TX,48,2020-01-29,0,0
48001,Anderson County,TX,48,2020-01-30,0,0
48001,Anderson County,TX,48,2020-01-31,0,0
48001,Anderson County,TX,48,2020-02-01,0,0
48001,Anderson County,TX,48,2020-02-02,0,0
48001,Anderson County,TX,48,2020-02-03,0,0
48001,Anderson County,TX,48,2020-02-04,0,0
48001,Anderson County,TX,48,2020-02-05,0,0
48001,Anderson County,TX,48,2020-02-06,0,0
48001,Anderson County,TX,48,2020-02-07,0,0
48001,Anderson County,TX,48,2020-02-08,0,0
48001,Anderson County,TX,48,2020-02-09,0,0
48001,Anderson County,TX,48,2020-02-10,0,0
48001,Anderson County,TX,48,2020-02-11,0,0
48001,Anderson County,TX,48,2020-02-12,0,0
48001,Anderson County,TX,48,2020-02-13,0,0
48001,Anderson County,TX,48,2020-02-14,0,0
48001,Anderson County,TX,48,2020-02-15,0,0
48001,Anderson County,TX,48,2020-02-16,0,0
48001,Anderson County,TX,48,2020-02-17,0,0
48001,Anderson County,TX,48,2020-02-18,0,0
48001,Anderson County,TX,48,2020-02-19,0,0
48001,Anderson County,TX,48,2020-02-20,0,0
48001,Anderson County,TX,48,2020-02-21,0,0
48001,Anderson County,TX,48,2020-02-22,0,0
48001,Anderson County,TX,48,2020-02-23,0,0
48001,Anderson County,TX,48,2020-02-24,0,0
48001,Anderson County,TX,48,2020-02-25,0,0
48001,Anderson County,TX,48,2020-02-26,0,0
48001,Anderson County,TX,48,2020-02-27,0,0
48001,Anderson County,TX,48,2020-02-28,0,0
48001,Anderson County,TX,48,2020-02-29,0,0
48001,Anderson County,TX,48,2020-03-01,0,0
48001,Anderson County,TX,48,2020-03-02,0,0
48001,Anderson County,TX,48,2020-03-03,0,0
48001,Anderson County,TX,48,2020-03-04,0,0
48001,Anderson County,TX,48,2020-03-05,0,0
48001,Anderson County,TX,48,2020-03-06,0,0
48001,Anderson County,TX,48,2020-03-07,0,0
48001,Anderson County,TX,48,2020-03-08,0,0
48001,Anderson County,TX,48,2020-03-09,0,0
48001,Anderson County,TX,48,2020-03-10,0,0
48001,Anderson County,TX,48,2020-03-11,0,0
48001,Anderson County,TX,48,2020-03-12,0,0
48001,Anderson County,TX,48,2020-03-13,0,0
48001,Anderson County,TX,48,2020-03-14,0,0
48001,Anderson County,TX,48,2020-03-15,0,0
48001,Anderson County,TX,48,2020-03-16,0,0
48001,Anderson County,TX,48,2020-03-17,0,0
48001,Anderson County,TX,48,2020-03-18,0,0
48001,Anderson County,TX,48,2020-03-19,0,0
48001,Anderson County,TX,48,2020-03-20,0,0
48001,Anderson County,TX,48,2020-03-21,0,0
48001,Anderson County,TX,48,2020-03-22,0,0
48001,Anderson County,TX,48,2020-03-23,0,0
48001,Anderson County,TX,48,2020-03-24,0,0
48001,Anderson County,TX,48,2020-03-25,0,0
48001,Anderson County,TX,48,2020-03-26,0,0
48001,Anderson County,TX,48,2020-03-27,0,0
48001,Anderson County,TX,48,2020-03-28,0,0
48001,Anderson County,TX,48,2020-03-29,0,0
48001,Anderson County,TX,48,2020-03-30,0,0
48001,Anderson County,TX,48,2020-03-31,0,0
48001,Anderson County,TX,48,2020-04-01,1,0
48001,Anderson County,TX,48,2020-04-02,1,0
48001,Anderson County,TX,48,2020-04-03,1,0
48001,Anderson County,TX,48,2020-04-04,1,0
48001,Anderson County,TX,48,2020-04-05,1,0
48001,Anderson County,TX,48,2020-04-06,1,0
48001,Anderson County,TX,48,2020-04-07,1,0
48001,Anderson County,TX,48,2020-04-08,1,0
48001,Anderson County,TX,48,2020-04-09,2,0
48001,Anderson County,TX,48,2020-04-10,2,0
48001,Anderson County,TX,48,2020-04-11,3,0
48001,Anderson County,TX,48,2020-04-12,3,0
48001,Anderson County,TX,48,2020-04-13,3,0
48001,Anderson County,TX,48,2020-04-14,3,0
48001,Anderson County,TX,48,2020-04-15,4,0
48001,Anderson County,TX,48,2020-04-16,6,0
48001,Anderson County,TX,48,2020-04-17,6,0
48001,Anderson County,TX,48,2020-04-18,6,0
48001,Anderson County,TX,48,2020-04-19,8,0
48001,Anderson County,TX,48,2020-04-20,8,0
48001,Anderson County,TX,48,2020-04-21,10,0
48001,Anderson County,TX,48,2020-04-22,14,0
48001,Anderson County,TX,48,2020-04-23,14,0
48001,Anderson County,TX,48,2020-04-24,16,0
48001,Anderson County,TX,48,2020-04-25,16,0
48001,Anderson County,TX,48,2020-04-26,18,0
48001,Anderson County,TX,48,2020-04-27,19,0
48001,Anderson County,TX,48,2020-04-28,23,0
48001,Anderson County,TX,48,2020-04-29,23,0
48001,Anderson County,TX,48,2020-04-30,29,0
48001,Anderson County,TX,48,2020-05-01,30,0
48001,Anderson County,TX,48,2020-05-02,32,0
48001,Anderson County,TX,48,2020-05-03,32,0
48001,Anderson County,TX,48,2020-05-04,32,0
48001,Anderson County,TX,48,2020-05-05,34,0
48001,Anderson County,TX,48,2020-05-06,38,0
48001,Anderson County,TX,48,2020-05-07,40,0
48001,Anderson County,TX,48,2020-05-08,41,0
48001,Anderson County,TX,48,2020-05-09,41,0
48001,Anderson County,TX,48,2020-05-10,41,0
48001,Anderson County,TX,48,2020-05-11,41,0
48001,Anderson County,TX,48,2020-05-12,50,0
48001,Anderson County,TX,48,2020-05-13,50,0
48001,Anderson County,TX,48,2020-05-14,51,0
48001,Anderson County,TX,48,2020-05-15,52,0
48001,Anderson County,TX,48,2020-05-16,54,0
48001,Anderson County,TX,48,2020-05-17,54,0
48001,Anderson County,TX,48,2020-05-18,54,0
48001,Anderson County,TX,48,2020-05-19,60,0
48001,Anderson County,TX,48,2020-05-20,61,0
48001,Anderson County,TX,48,2020-05-21,63,0
48001,Anderson County,TX,48,2020-05-22,64,0
48001,Anderson County,TX,48,2020-05-23,66,0
48001,Anderson County,TX,48,2020-05-24,66,0
48001,Anderson County,TX,48,2020-05-25,66,0
48001,Anderson County,TX,48,2020-05-26,66,0
48001,Anderson County,TX,48,2020-05-27,66,0
48001,Anderson County,TX,48,2020-05-28,66,0
48001,Anderson County,TX,48,2020-05-29,72,0
48001,Anderson County,TX,48,2020-05-30,72,0
48001,Anderson County,TX,48,2020-05-31,72,0
48001,Anderson County,TX,48,2020-06-01,72,0
48001,Anderson County,TX,48,2020-06-02,76,0
48001,Anderson County,TX,48,2020-06-03,78,0
48001,Anderson County,TX,48,2020-06-04,85,0
48003,Andrews County,TX,48,2020-01-22,0,0
48003,Andrews County,TX,48,2020-01-23,0,0
48003,Andrews County,TX,48,2020-01-24,0,0
48003,Andrews County,TX,48,2020-01-25,0,0
48003,Andrews County,TX,48,2020-01-26,0,0
48003,Andrews County,TX,48,2020-01-27,0,0
48003,Andrews County,TX,48,2020-01-28,0,0
48003,Andrews County,TX,48,2020-01-29,0,0
48003,Andrews County,TX,48,2020-01-30,0,0
48003,Andrews County,TX,48,2020-01-31,0,0
48003,Andrews County,TX,48,2020-02-01,0,0
48003,Andrews County,TX,48,2020-02-02,0,0
48003,Andrews County,TX,48,2020-02-03,0,0
48003,Andrews County,TX,48,2020-02-04,0,0
48003,Andrews County,TX,48,2020-02-05,0,0
48003,Andrews County,TX,48,2020-02-06,0,0
48003,Andrews County,TX,48,2020-02-07,0,0
48003,Andrews County,TX,48,2020-02-08,0,0
48003,Andrews County,TX,48,2020-02-09,0,0
48003,Andrews County,TX,48,2020-02-10,0,0
48003,Andrews County,TX,48,2020-02-11,0,0
48003,Andrews County,TX,48,2020-02-12,0,0
48003,Andrews County,TX,48,2020-02-13,0,0
48003,Andrews County,TX,48,2020-02-14,0,0
48003,Andrews County,TX,48,2020-02-15,0,0
48003,Andrews County,TX,48,2020-02-16,0,0
48003,Andrews County,TX,48,2020-02-17,0,0
48003,Andrews County,TX,48,2020-02-18,0,0
48003,Andrews County,TX,48,2020-02-19,0,0
48003,Andrews County,TX,48,2020-02-20,0,0
48003,Andrews County,TX,48,2020-02-21,0,0
48003,Andrews County,TX,48,2020-02-22,0,0
48003,Andrews County,TX,48,2020-02-23,0,0
48003,Andrews County,TX,48,2020-02-24,0,0
48003,Andrews County,TX,48,2020-02-25,0,0
48003,Andrews County,TX,48,2020-02-26,0,0
48003,Andrews County,TX,48,2020-02-27,0,0
48003,Andrews County,TX,48,2020-02-28,0,0
48003,Andrews County,TX,48,2020-02-29,0,0
48003,Andrews County,TX,48,2020-03-01,0,0
48003,Andrews County,TX,48,2020-03-02,0,0
48003,Andrews County,TX,48,2020-03-03,0,0
48003,Andrews County,TX,48,2020-03-04,0,0
48003,Andrews County,TX,48,2020-03-05,0,0
48003,Andrews County,TX,48,2020-03-06,0,0
48003,Andrews County,TX,48,2020-03-07,0,0
48003,Andrews County,TX,48,2020-03-08,0,0
48003,Andrews County,TX,48,2020-03-09,0,0
48003,Andrews County,TX,48,2020-03-10,0,0
48003,Andrews County,TX,48,2020-03-11,0,0
48003,Andrews County,TX,48,2020-03-12,0,0
48003,Andrews County,TX,48,2020-03-13,0,0
48003,Andrews County,TX,48,2020-03-14,0,0
48003,Andrews County,TX,48,2020-03-15,0,0
48003,Andrews County,TX,48,2020-03-16,0,0
48003,Andrews County,TX,48,2020-03-17,0,0
48003,Andrews County,TX,48,2020-03-18,0,0
48003,Andrews County,TX,48,2020-03-19,0,0
48003,Andrews County,TX,48,2020-03-20,0,0
48003,Andrews County,TX,48,2020-03-21,0,0
48003,Andrews County,TX,48,2020-03-22,0,0
48003,Andrews County,TX,48,2020-03-23,0,0
48003,Andrews County,TX,48,2020-03-24,0,0
48003,Andrews County,TX,48,2020-03-25,0,0
48003,Andrews County,TX,48,2020-03-26,0,0
48003,Andrews County,TX,48,2020-03-27,0,0
48003,Andrews County,TX,48,2020-03-28,0,0
48003,Andrews County,TX,48,2020-03-29,0,0
48003,Andrews County,TX,48,2020-03-30,0,0
48003,Andrews County,TX,48,2020-03-31,0,0
48003,Andrews County,TX,48,2020-04-01,0,0
48003,Andrews County,TX,48,2020-04-02,0,0
48003,Andrews County,TX,48,2020-04-03,0,0
48003,Andrews County,TX,48,2020-04-04,1,0
48003,Andrews County,TX,48,2020-04-05,6,0
48003,Andrews County,TX,48,2020-04-06,6,0
48003,Andrews County,TX,48,2020-04-07,10,0
48003,Andrews County,TX,48,2020-04-08,10,0
48003,Andrews County,TX,48,2020-04-09,10,0
48003,Andrews County,TX,48,2020-04-10,11,0
48003,Andrews County,TX,48,2020-04-11,11,0
48003,Andrews County,TX,48,2020-04-12,11,0
48003,Andrews County,TX,48,2020-04-13,12,0
48003,Andrews County,TX,48,2020-04-14,13,0
48003,Andrews County,TX,48,2020-04-15,13,0
48003,Andrews County,TX,48,2020-04-16,19,0
48003,Andrews County,TX,48,2020-04-17,19,0
48003,Andrews County,TX,48,2020-04-18,19,0
48003,Andrews County,TX,48,2020-04-19,19,0
48003,Andrews County,TX,48,2020-04-20,19,0
48003,Andrews County,TX,48,2020-04-21,19,0
48003,Andrews County,TX,48,2020-04-22,19,0
48003,Andrews County,TX,48,2020-04-23,19,0
48003,Andrews County,TX,48,2020-04-24,19,0
48003,Andrews County,TX,48,2020-04-25,19,0
48003,Andrews County,TX,48,2020-04-26,19,0
48003,Andrews County,TX,48,2020-04-27,19,0
48003,Andrews County,TX,48,2020-04-28,19,0
48003,Andrews County,TX,48,2020-04-29,19,0
48003,Andrews County,TX,48,2020-04-30,19,0
48003,Andrews County,TX,48,2020-05-01,20,0
48003,Andrews County,TX,48,2020-05-02,20,0
48003,Andrews County,TX,48,2020-05-03,21,0
48003,Andrews County,TX,48,2020-05-04,21,0
48003,Andrews County,TX,48,2020-05-05,21,0
48003,Andrews County,TX,48,2020-05-06,21,0
48003,Andrews County,TX,48,2020-05-07,21,0
48003,Andrews County,TX,48,2020-05-08,21,0
48003,Andrews County,TX,48,2020-05-09,21,0
48003,Andrews County,TX,48,2020-05-10,21,0
48003,Andrews County,TX,48,2020-05-11,21,0
48003,Andrews County,TX,48,2020-05-12,22,0
48003,Andrews County,TX,48,2020-05-13,22,0
48003,Andrews County,TX,48,2020-05-14,22,0
48003,Andrews County,TX,48,2020-05-15,22,0
48003,Andrews County,TX,48,2020-05-16,22,0
48003,Andrews County,TX,48,2020-05-17,22,0
48003,Andrews County,TX,48,2020-05-18,22,0
48003,Andrews County,TX,48,2020-05-19,22,0
48003,Andrews County,TX,48,2020-05-20,22,0
48003,Andrews County,TX,48,2020-05-21,22,0
48003,Andrews County,TX,48,2020-05-22,23,0
48003,Andrews County,TX,48,2020-05-23,23,0
48003,Andrews County,TX,48,2020-05-24,24,0
48003,Andrews County,TX,48,2020-05-25,27,0
48003,Andrews County,TX,48,2020-05-26,27,0
48003,Andrews County,TX,48,2020-05-27,27,0
48003,Andrews County,TX,48,2020-05-28,27,0
48003,Andrews County,TX,48,2020-05-29,27,0
48003,Andrews County,TX,48,2020-05-30,27,0
48003,Andrews County,TX,48,2020-05-31,27,0
48003,Andrews County,TX,48,2020-06-01,27,0
48003,Andrews County,TX,48,2020-06-02,27,0
48003,Andrews County,TX,48,2020-06-03,27,0
48003,Andrews County,TX,48,2020-06-04,27,0
48005,Angelina County,TX,48,2020-01-22,0,0
48005,Angelina County,TX,48,2020-01-23,0,0
48005,Angelina County,TX,48,2020-01-24,0,0
48005,Angelina County,TX,48,2020-01-25,0,0
48005,Angelina County,TX,48,2020-01-26,0,0
48005,Angelina County,TX,48,2020-01-27,0,0
48005,Angelina County,TX,48,2020-01-28,0,0
48005,Angelina County,TX,48,2020-01-29,0,0
48005,Angelina County,TX,48,2020-01-30,0,0
48005,Angelina County,TX,48,2020-01-31,0,0
48005,Angelina County,TX,48,2020-02-01,0,0
48005,Angelina County,TX,48,2020-02-02,0,0
48005,Angelina County,TX,48,2020-02-03,0,0
48005,Angelina County,TX,48,2020-02-04,0,0
48005,Angelina County,TX,48,2020-02-05,0,0
48005,Angelina County,TX,48,2020-02-06,0,0
48005,Angelina County,TX,48,2020-02-07,0,0
48005,Angelina County,TX,48,2020-02-08,0,0
48005,Angelina County,TX,48,2020-02-09,0,0
48005,Angelina County,TX,48,2020-02-10,0,0
48005,Angelina County,TX,48,2020-02-11,0,0
48005,Angelina County,TX,48,2020-02-12,0,0
48005,Angelina County,TX,48,2020-02-13,0,0
48005,Angelina County,TX,48,2020-02-14,0,0
48005,Angelina County,TX,48,2020-02-15,0,0
48005,Angelina County,TX,48,2020-02-16,0,0
48005,Angelina County,TX,48,2020-02-17,0,0
48005,Angelina County,TX,48,2020-02-18,0,0
48005,Angelina County,TX,48,2020-02-19,0,0
48005,Angelina County,TX,48,2020-02-20,0,0
48005,Angelina County,TX,48,2020-02-21,0,0
48005,Angelina County,TX,48,2020-02-22,0,0
48005,Angelina County,TX,48,2020-02-23,0,0
48005,Angelina County,TX,48,2020-02-24,0,0
48005,Angelina County,TX,48,2020-02-25,0,0
48005,Angelina County,TX,48,2020-02-26,0,0
48005,Angelina County,TX,48,2020-02-27,0,0
48005,Angelina County,TX,48,2020-02-28,0,0
48005,Angelina County,TX,48,2020-02-29,0,0
48005,Angelina County,TX,48,2020-03-01,0,0
48005,Angelina County,TX,48,2020-03-02,0,0
48005,Angelina County,TX,48,2020-03-03,0,0
48005,Angelina County,TX,48,2020-03-04,0,0
48005,Angelina County,TX,48,2020-03-05,0,0
48005,Angelina County,TX,48,2020-03-06,0,0
48005,Angelina County,TX,48,2020-03-07,0,0
48005,Angelina County,TX,48,2020-03-08,0,0
48005,Angelina County,TX,48,2020-03-09,0,0
48005,Angelina County,TX,48,2020-03-10,0,0
48005,Angelina County,TX,48,2020-03-11,0,0
48005,Angelina County,TX,48,2020-03-12,0,0
48005,Angelina County,TX,48,2020-03-13,0,0
48005,Angelina County,TX,48,2020-03-14,0,0
48005,Angelina County,TX,48,2020-03-15,0,0
48005,Angelina County,TX,48,2020-03-16,0,0
48005,Angelina County,TX,48,2020-03-17,0,0
48005,Angelina County,TX,48,2020-03-18,0,0
48005,Angelina County,TX,48,2020-03-19,0,0
48005,Angelina County,TX,48,2020-03-20,0,0
48005,Angelina County,TX,48,2020-03-21,0,0
48005,Angelina County,TX,48,2020-03-22,0,0
48005,Angelina County,TX,48,2020-03-23,0,0
48005,Angelina County,TX,48,2020-03-24,0,0
48005,Angelina County,TX,48,2020-03-25,0,0
48005,Angelina County,TX,48,2020-03-26,1,0
48005,Angelina County,TX,48,2020-03-27,2,0
48005,Angelina County,TX,48,2020-03-28,2,0
48005,Angelina County,TX,48,2020-03-29,3,0
48005,Angelina County,TX,48,2020-03-30,3,0
48005,Angelina County,TX,48,2020-03-31,4,0
48005,Angelina County,TX,48,2020-04-01,5,0
48005,Angelina County,TX,48,2020-04-02,5,0
48005,Angelina County,TX,48,2020-04-03,8,0
48005,Angelina County,TX,48,2020-04-04,10,0
48005,Angelina County,TX,48,2020-04-05,10,0
48005,Angelina County,TX,48,2020-04-06,14,0
48005,Angelina County,TX,48,2020-04-07,14,0
48005,Angelina County,TX,48,2020-04-08,14,0
48005,Angelina County,TX,48,2020-04-09,15,0
48005,Angelina County,TX,48,2020-04-10,16,0
48005,Angelina County,TX,48,2020-04-11,16,0
48005,Angelina County,TX,48,2020-04-12,16,0
48005,Angelina County,TX,48,2020-04-13,16,0
48005,Angelina County,TX,48,2020-04-14,17,0
48005,Angelina County,TX,48,2020-04-15,17,0
48005,Angelina County,TX,48,2020-04-16,20,0
48005,Angelina County,TX,48,2020-04-17,23,0
48005,Angelina County,TX,48,2020-04-18,23,0
48005,Angelina County,TX,48,2020-04-19,23,0
48005,Angelina County,TX,48,2020-04-20,23,0
48005,Angelina County,TX,48,2020-04-21,27,0
48005,Angelina County,TX,48,2020-04-22,30,0
48005,Angelina County,TX,48,2020-04-23,31,0
48005,Angelina County,TX,48,2020-04-24,33,0
48005,Angelina County,TX,48,2020-04-25,36,0
48005,Angelina County,TX,48,2020-04-26,36,0
48005,Angelina County,TX,48,2020-04-27,36,0
48005,Angelina County,TX,48,2020-04-28,46,0
48005,Angelina County,TX,48,2020-04-29,49,0
48005,Angelina County,TX,48,2020-04-30,53,0
48005,Angelina County,TX,48,2020-05-01,54,0
48005,Angelina County,TX,48,2020-05-02,55,0
48005,Angelina County,TX,48,2020-05-03,55,0
48005,Angelina County,TX,48,2020-05-04,55,0
48005,Angelina County,TX,48,2020-05-05,79,0
48005,Angelina County,TX,48,2020-05-06,86,0
48005,Angelina County,TX,48,2020-05-07,93,0
48005,Angelina County,TX,48,2020-05-08,100,0
48005,Angelina County,TX,48,2020-05-09,100,0
48005,Angelina County,TX,48,2020-05-10,100,0
48005,Angelina County,TX,48,2020-05-11,100,0
48005,Angelina County,TX,48,2020-05-12,117,1
48005,Angelina County,TX,48,2020-05-13,117,1
48005,Angelina County,TX,48,2020-05-14,119,1
48005,Angelina County,TX,48,2020-05-15,131,1
48005,Angelina County,TX,48,2020-05-16,139,1
48005,Angelina County,TX,48,2020-05-17,139,1
48005,Angelina County,TX,48,2020-05-18,139,1
48005,Angelina County,TX,48,2020-05-19,154,1
48005,Angelina County,TX,48,2020-05-20,154,2
48005,Angelina County,TX,48,2020-05-21,168,2
48005,Angelina County,TX,48,2020-05-22,172,2
48005,Angelina County,TX,48,2020-05-23,175,2
48005,Angelina County,TX,48,2020-05-24,175,2
48005,Angelina County,TX,48,2020-05-25,175,2
48005,Angelina County,TX,48,2020-05-26,175,2
48005,Angelina County,TX,48,2020-05-27,193,4
48005,Angelina County,TX,48,2020-05-28,201,4
48005,Angelina County,TX,48,2020-05-29,203,4
48005,Angelina County,TX,48,2020-05-30,205,4
